Id,Y
16525,0.9469714
16526,0.9982351
16527,0.9985598
16528,0.9981629
16529,0.99914956
16530,0.9819203
16531,0.46131682
16532,0.99987257
16533,0.99189645
16534,0.9998398
16535,0.99656963
16536,0.99397177
16537,0.9904974
16538,0.9970251
16539,0.9836624
16540,0.9922758
16541,0.9946859
16542,0.99910647
16543,0.9880427
16544,0.99743074
16545,0.99893445
16546,0.7230099
16547,0.8288415
16548,0.9956327
16549,0.99794275
16550,0.98971295
16551,0.99379694
16552,0.9978066
16553,0.9973132
16554,0.97506535
16555,0.9967019
16556,0.99185574
16557,0.9949897
16558,0.99793315
16559,0.99779886
16560,0.97344434
16561,0.9964394
16562,0.8786009
16563,0.99635065
16564,0.97382724
16565,0.99041885
16566,0.99877757
16567,0.9608207
16568,0.9972887
16569,0.9959785
16570,0.9842593
16571,0.99972063
16572,0.98963284
16573,0.9721389
16574,0.9948453
16575,0.99703765
16576,0.99902904
16577,0.99606675
16578,0.9994265
16579,0.9926885
16580,0.96573
16581,0.17582868
16582,0.9907759
16583,0.9991301
16584,0.9976273
16585,0.99920565
16586,0.99985635
16587,0.99812216
16588,0.9991285
16589,0.9997553
16590,0.9995166
16591,0.994922
16592,0.9790644
16593,0.99990594
16594,0.99736303
16595,0.9754682
16596,0.99953306
16597,0.99949956
16598,0.98219275
16599,0.9806173
16600,0.9918995
16601,0.99760914
16602,0.9997993
16603,0.99977726
16604,0.9975593
16605,0.9998926
16606,0.9983941
16607,0.49876246
16608,0.9999144
16609,0.9841016
16610,0.9941666
16611,0.9983804
16612,0.99566996
16613,0.9993487
16614,0.99915206
16615,0.99677855
16616,0.9434125
16617,0.9991315
16618,0.99605066
16619,0.99632406
16620,0.9997038
16621,0.9977623
16622,0.98027897
16623,0.99881774
16624,0.9986927
16625,0.9994173
16626,0.99590486
16627,0.9880739
16628,0.97620434
16629,0.9994068
16630,0.9995921
16631,0.99933654
16632,0.9973828
16633,0.9972046
16634,0.9718965
16635,0.99863154
16636,0.9811643
16637,0.9996018
16638,0.9985644
16639,0.99069244
16640,0.98966146
16641,0.99776554
16642,0.99643916
16643,0.99629945
16644,0.9924119
16645,0.98929566
16646,0.9882677
16647,0.9984566
16648,0.9970933
16649,0.9989749
16650,0.997436
16651,0.9979119
16652,0.9837059
16653,0.088998064
16654,0.99978954
16655,0.9969523
16656,0.9996269
16657,0.9994473
16658,0.9990676
16659,0.99858224
16660,0.99877244
16661,0.9963703
16662,0.99405587
16663,0.99914944
16664,0.9950976
16665,0.99972254
16666,0.999453
16667,0.9976369
16668,0.99981445
16669,0.9996519
16670,0.999846
16671,0.9896221
16672,0.9935928
16673,0.999806
16674,0.9998061
16675,0.9941214
16676,0.99934417
16677,0.99935573
16678,0.99931717
16679,0.99945635
16680,0.9959667
16681,0.9897014
16682,0.9985671
16683,0.98921484
16684,0.98864985
16685,0.9979631
16686,0.9944587
16687,0.9977876
16688,0.9980957
16689,0.9998716
16690,0.9995523
16691,0.9972282
16692,0.99751043
16693,0.9982064
16694,0.99141043
16695,0.99985707
16696,0.9972506
16697,0.9886722
16698,0.9995389
16699,0.9902863
16700,0.9997887
16701,0.9820534
16702,0.9993449
16703,0.99726725
16704,0.99952364
16705,0.041097138
16706,0.9996661
16707,0.9028951
16708,0.9967853
16709,0.99971956
16710,0.99408877
16711,0.997221
16712,0.99970514
16713,0.9921461
16714,0.9986915
16715,0.999652
16716,0.99860257
16717,0.9826766
16718,0.9972283
16719,0.7775997
16720,0.99975973
16721,0.9970836
16722,0.9995708
16723,0.99994445
16724,0.9335409
16725,0.99975306
16726,0.989674
16727,0.99857664
16728,0.99879944
16729,0.9862596
16730,0.9939668
16731,0.98588055
16732,0.99920815
16733,0.9977894
16734,0.9978004
16735,0.9923935
16736,0.9684354
16737,0.9997404
16738,0.99422956
16739,0.99583936
16740,0.99764
16741,0.9929189
16742,0.9983746
16743,0.9955337
16744,0.9999486
16745,0.99823904
16746,0.9991092
16747,0.9987827
16748,0.9995449
16749,0.99918216
16750,0.99920756
16751,0.6413804
16752,0.9997576
16753,0.9984862
16754,0.99929583
16755,0.998988
16756,0.97240496
16757,0.9995735
16758,0.9930536
16759,0.9982577
16760,0.9888854
16761,0.9989371
16762,0.99707615
16763,0.9907046
16764,0.99887925
16765,0.9996569
16766,0.9567738
16767,0.9067458
16768,0.9744221
16769,0.9815058
16770,0.9953146
16771,0.99655545
16772,0.9894503
16773,0.9695088
16774,0.9973616
16775,0.999785
16776,0.980007
16777,0.9849155
16778,0.995567
16779,0.98299086
16780,0.9996119
16781,0.999845
16782,0.99652857
16783,0.99909866
16784,0.9974964
16785,0.9799454
16786,0.9965055
16787,0.9995005
16788,0.99666494
16789,0.97932005
16790,0.9248155
16791,0.9940356
16792,0.99028873
16793,0.9998134
16794,0.99553066
16795,0.9995602
16796,0.99981636
16797,0.9715669
16798,0.9973169
16799,0.99711907
16800,0.96853864
16801,0.98119545
16802,0.99722004
16803,0.9973865
16804,0.9974591
16805,0.9901245
16806,0.9973314
16807,0.9992931
16808,0.99925727
16809,0.9958456
16810,0.99967086
16811,0.99850166
16812,0.99812
16813,0.99510926
16814,0.9998356
16815,0.8576598
16816,0.9995691
16817,0.9989241
16818,0.99967885
16819,0.99967146
16820,0.9976967
16821,0.99952626
16822,0.999622
16823,0.9982565
16824,0.99311334
16825,0.97258276
16826,0.99930227
16827,0.70063984
16828,0.93361723
16829,0.95905626
16830,0.99446
16831,0.9976006
16832,0.98944587
16833,0.9983328
16834,0.9921411
16835,0.9952874
16836,0.97458184
16837,0.99978083
16838,0.9918333
16839,0.99873644
16840,0.98483604
16841,0.98682076
16842,0.99985147
16843,0.94995755
16844,0.9949832
16845,0.99947506
16846,0.9999044
16847,0.9765272
16848,0.9989184
16849,0.99506986
16850,0.98873
16851,0.99095774
16852,0.9996779
16853,0.9860788
16854,0.9973671
16855,0.9984518
16856,0.9960801
16857,0.9998913
16858,0.99884063
16859,0.9901272
16860,0.98867536
16861,0.995917
16862,0.99959296
16863,0.9953839
16864,0.99792296
16865,0.1005446
16866,0.9975273
16867,0.9609098
16868,0.6582475
16869,0.9988311
16870,0.995465
16871,0.9987465
16872,0.94698894
16873,0.9990325
16874,0.9916801
16875,0.99991214
16876,0.9998977
16877,0.98901993
16878,0.99028933
16879,0.9997634
16880,0.9942782
16881,0.9972216
16882,0.99868315
16883,0.99963224
16884,0.99981445
16885,0.9941614
16886,0.99972135
16887,0.998694
16888,0.99877256
16889,0.9969121
16890,0.99977547
16891,0.99918264
16892,0.9977435
16893,0.99720025
16894,0.99927336
16895,0.99102426
16896,0.0012162299
16897,0.9804731
16898,0.9968168
16899,0.9996118
16900,0.999257
16901,0.99884737
16902,0.9901371
16903,0.9969146
16904,0.99865425
16905,0.9938846
16906,0.999032
16907,0.9963152
16908,0.9996706
16909,0.99834955
16910,0.9652775
16911,0.9969625
16912,0.9991875
16913,0.99920565
16914,0.9985299
16915,0.99110997
16916,0.9942042
16917,0.99676716
16918,0.9976464
16919,0.99696666
16920,0.99883443
16921,0.99783427
16922,0.99667513
16923,0.99942684
16924,0.9997683
16925,0.99853146
16926,0.9991461
16927,0.9978661
16928,0.99842936
16929,0.99934345
16930,0.9975516
16931,0.99713624
16932,0.9998841
16933,0.98550075
16934,0.99906915
16935,0.99954295
16936,0.9990709
16937,0.9993037
16938,0.9952303
16939,0.994768
16940,0.99866223
16941,0.9896472
16942,0.99740297
16943,0.99740833
16944,0.99325657
16945,0.9999212
16946,0.99773103
16947,0.9353174
16948,0.9996407
16949,0.99378115
16950,0.97025484
16951,0.65398484
16952,0.991028
16953,0.9872744
16954,0.99917454
16955,0.99946636
16956,0.9958768
16957,0.9838732
16958,0.9816134
16959,0.99906415
16960,0.9923293
16961,0.9944813
16962,0.9997596
16963,0.97656053
16964,0.99194455
16965,0.9996779
16966,0.99875
16967,0.9951202
16968,0.98783976
16969,0.9815182
16970,0.9960083
16971,0.99797136
16972,0.99892896
16973,0.9925884
16974,0.98335797
16975,0.9391276
16976,0.99433124
16977,0.98665875
16978,0.9974032
16979,0.99802846
16980,0.99970055
16981,0.99896216
16982,0.8557114
16983,0.9997198
16984,0.9974667
16985,0.99617827
16986,0.9808754
16987,0.97558266
16988,0.9960199
16989,0.98861104
16990,0.9961383
16991,0.9908371
16992,0.9984497
16993,0.9997459
16994,0.9824463
16995,0.1235081
16996,0.9973712
16997,0.9967001
16998,0.9921365
16999,0.9400214
17000,0.9980667
17001,0.995843
17002,0.9974113
17003,0.9945023
17004,0.9993722
17005,0.99946886
17006,0.997113
17007,0.9998591
17008,0.9982673
17009,0.9997861
17010,0.9905964
17011,0.9927757
17012,0.958397
17013,0.9906787
17014,0.95667505
17015,0.99986863
17016,0.93885577
17017,0.9990982
17018,0.9944893
17019,0.9094718
17020,0.98965573
17021,0.9998697
17022,0.9982461
17023,0.99741083
17024,0.9918777
17025,0.99370426
17026,0.99843794
17027,0.99800247
17028,0.9997918
17029,0.9971294
17030,0.99979466
17031,0.9903915
17032,0.99614346
17033,0.87277925
17034,0.9984396
17035,0.999366
17036,0.9988182
17037,0.99650204
17038,0.77265286
17039,0.98576456
17040,0.9989518
17041,0.96511155
17042,0.9990717
17043,0.9889647
17044,0.98598284
17045,0.99942255
17046,0.99949265
17047,0.99008864
17048,0.9995751
17049,0.9998273
17050,0.9988121
17051,0.997612
17052,0.99504846
17053,0.99970657
17054,0.99885213
17055,0.9999095
17056,0.9988784
17057,0.9997166
17058,0.99764365
17059,0.9950647
17060,0.99979573
17061,0.99949634
17062,0.9948085
17063,0.9118641
17064,0.9996846
17065,0.99971825
17066,0.91227585
17067,0.9883599
17068,0.99748355
17069,0.9984707
17070,0.9998436
17071,0.99245
17072,0.9955219
17073,0.9989353
17074,0.97244465
17075,0.9983815
17076,0.99838734
17077,0.9974421
17078,0.99953544
17079,0.99805605
17080,0.9989912
17081,0.9985336
17082,0.9988931
17083,0.9492834
17084,0.99783057
17085,0.9989826
17086,0.9947455
17087,0.9965919
17088,0.09414887
17089,0.9914555
17090,0.9996463
17091,0.0057262923
17092,0.99867415
17093,0.9935045
17094,0.99922717
17095,0.9997234
17096,0.9791134
17097,0.99654204
17098,0.9980369
17099,0.9974722
17100,0.9994362
17101,0.99986756
17102,0.9962057
17103,0.99292916
17104,0.93383604
17105,0.99705553
17106,0.9964923
17107,0.99952567
17108,0.9979729
17109,0.9979844
17110,0.93732303
17111,0.0959442
17112,0.9919681
17113,0.94466144
17114,0.99683917
17115,0.9960765
17116,0.9943336
17117,0.9998049
17118,0.9973688
17119,0.9982299
17120,0.9972729
17121,0.9994573
17122,0.99628085
17123,0.9842806
17124,0.9900018
17125,0.99898905
17126,0.9952453
17127,0.99982953
17128,0.9996989
17129,0.9996519
17130,0.9998956
17131,0.9995178
17132,0.98996174
17133,0.9998273
17134,0.99091536
17135,0.9975278
17136,0.9947436
17137,0.99987555
17138,0.9927408
17139,0.9869419
17140,0.9460495
17141,0.9980307
17142,0.9975599
17143,0.99854493
17144,0.99314356
17145,0.99696034
17146,0.9978071
17147,0.9949373
17148,0.999127
17149,0.96748215
17150,0.9944754
17151,0.9982065
17152,0.9951675
17153,0.99456066
17154,0.9994636
17155,0.9925436
17156,0.07884789
17157,0.9942491
17158,0.95652
17159,0.41080096
17160,0.9933796
17161,0.94477105
17162,0.9763915
17163,0.9967981
17164,0.9942883
17165,0.9953367
17166,0.80350506
17167,0.98375666
17168,0.99986494
17169,0.9535607
17170,0.991011
17171,0.9993513
17172,0.9996407
17173,0.9920299
17174,0.99658126
17175,0.9780253
17176,0.98811185
17177,0.9850193
17178,0.99520326
17179,0.99178594
17180,0.99567634
17181,0.99966633
17182,0.9958961
17183,0.9998636
17184,0.9988533
17185,0.9949864
17186,0.9998332
17187,0.99586225
17188,0.9883106
17189,0.99638355
17190,0.9903661
17191,0.9967579
17192,0.9977927
17193,0.9711003
17194,0.98860836
17195,0.99904305
17196,0.99184906
17197,0.99794847
17198,0.9878721
17199,0.99951446
17200,0.9966336
17201,0.99320024
17202,0.9949986
17203,0.99867743
17204,0.9947632
17205,0.9983531
17206,0.99981886
17207,0.9526129
17208,0.9956077
17209,0.9999099
17210,0.98452574
17211,0.9983621
17212,0.99988055
17213,0.99943274
17214,0.99977475
17215,0.99543625
17216,0.9100907
17217,0.9993894
17218,0.9993144
17219,0.99906963
17220,0.99766916
17221,0.99256915
17222,0.97555304
17223,0.98337436
17224,0.9826805
17225,0.9997645
17226,0.9955889
17227,0.25963408
17228,0.99983096
17229,0.9971661
17230,0.9968297
17231,0.94078076
17232,0.9780759
17233,0.99482155
17234,0.99189043
17235,0.9955544
17236,0.9579712
17237,0.99402
17238,0.9981305
17239,0.9776773
17240,0.9983347
17241,0.99644536
17242,0.9868973
17243,0.99797934
17244,0.9744994
17245,0.99830437
17246,0.99483335
17247,0.9595984
17248,0.99763954
17249,0.99376476
17250,0.99090636
17251,0.9960062
17252,0.99679774
17253,0.9846815
17254,0.9972928
17255,0.99107367
17256,0.99693227
17257,0.98233896
17258,0.99407744
17259,0.99953055
17260,0.9912025
17261,0.9953063
17262,0.97835505
17263,0.9951988
17264,0.99536455
17265,0.9946569
17266,0.9147564
17267,0.9895918
17268,0.9969536
17269,0.9987741
17270,0.99917454
17271,0.9963354
17272,0.9986811
17273,0.9796112
17274,0.9995266
17275,0.9998067
17276,0.99790275
17277,0.004657141
17278,0.994568
17279,0.9911805
17280,0.9736363
17281,0.98942846
17282,0.9882229
17283,0.99534273
17284,0.9997776
17285,0.98798174
17286,0.995086
17287,0.9932702
17288,0.9985279
17289,0.9843789
17290,0.9862183
17291,0.9978483
17292,0.99957055
17293,0.9973814
17294,0.9997074
17295,0.9971168
17296,0.9990711
17297,0.7052075
17298,0.9973539
17299,0.99917346
17300,0.9903376
17301,0.99975973
17302,0.9882858
17303,0.9993228
17304,0.9990157
17305,0.8539958
17306,0.9981713
17307,0.9957696
17308,0.9992685
17309,0.98469514
17310,0.9488127
17311,0.9934818
17312,0.9984573
17313,0.99454886
17314,0.99987566
17315,0.98098344
17316,0.95586836
17317,0.99838114
17318,0.9639325
17319,0.98292303
17320,0.9958906
17321,0.9997328
17322,0.99037665
17323,0.9937789
17324,0.97472745
17325,0.9977786
17326,0.99557036
17327,0.9997851
17328,0.9998679
17329,0.99704903
17330,0.9996866
17331,0.99922585
17332,0.9985783
17333,0.81539273
17334,0.99513775
17335,0.99330467
17336,0.99394166
17337,0.9996263
17338,0.9728828
17339,0.9995421
17340,0.98769146
17341,0.65323246
17342,0.9884427
17343,0.9983766
17344,0.9984567
17345,0.9981956
17346,0.9990277
17347,0.99956185
17348,0.99097216
17349,0.9936785
17350,0.99454886
17351,0.9997775
17352,0.9917591
17353,0.9998847
17354,0.99785906
17355,0.9980702
17356,0.9970776
17357,0.99373996
17358,0.98880893
17359,0.9721182
17360,0.99442565
17361,0.9204269
17362,0.016596772
17363,0.9994425
17364,0.99647385
17365,0.8717656
17366,0.9977564
17367,0.99629575
17368,0.99120176
17369,0.99747026
17370,0.9960898
17371,0.99980515
17372,0.99242765
17373,0.9963271
17374,0.99584323
17375,0.7415692
17376,0.9960024
17377,0.99893695
17378,0.9991873
17379,0.9995012
17380,0.9997737
17381,0.9991116
17382,0.9980919
17383,0.99804413
17384,0.99873215
17385,0.99957234
17386,0.9993395
17387,0.99984205
17388,0.9969037
17389,0.995948
17390,0.9976942
17391,0.9982747
17392,0.9993237
17393,0.9920477
17394,0.986324
17395,0.9987424
17396,0.83629966
17397,0.99719787
17398,0.94904375
17399,0.99610966
17400,0.99714285
17401,0.96703815
17402,0.96773034
17403,0.9990381
17404,0.9975374
17405,0.99962366
17406,0.999315
17407,0.999782
17408,0.9756831
17409,0.9940849
17410,0.9899463
17411,0.99958926
17412,0.99965644
17413,0.98817235
17414,0.9992009
17415,0.9918567
17416,0.9995888
17417,0.99976474
17418,0.96597457
17419,0.9980464
17420,0.9986143
17421,0.99959487
17422,0.97994196
17423,0.9996172
17424,0.9999318
17425,0.9976478
17426,0.99954236
17427,0.9971173
17428,0.9995041
17429,0.9993531
17430,0.9992493
17431,0.9936419
17432,0.99349535
17433,0.9972385
17434,0.99930406
17435,0.9171005
17436,0.997463
17437,0.9990797
17438,0.9950054
17439,0.99798894
17440,0.9986318
17441,0.9971324
17442,0.99979514
17443,0.9808641
17444,0.9960478
17445,0.9994462
17446,0.9966354
17447,0.9758936
17448,0.92306674
17449,0.9961175
17450,0.90583676
17451,0.9957283
17452,0.986635
17453,0.9998647
17454,0.94031155
17455,0.9951525
17456,0.9994592
17457,0.9987722
17458,0.9990073
17459,0.990317
17460,0.99871933
17461,0.99945587
17462,0.99864715
17463,0.99163216
17464,0.9635745
17465,0.9652703
17466,0.98153573
17467,0.95585376
17468,0.9841748
17469,0.9802715
17470,0.9997186
17471,0.9999101
17472,0.9995034
17473,0.99512404
17474,0.9996282
17475,0.9984125
17476,0.98303545
17477,0.9980117
17478,0.9990088
17479,0.9997105
17480,0.9997942
17481,0.9997578
17482,0.9976139
17483,0.9888737
17484,0.99774796
17485,0.99919504
17486,0.9961824
17487,0.998833
17488,0.9993942
17489,0.9998085
17490,0.97353
17491,0.9806008
17492,0.72634447
17493,0.9995185
17494,0.9985978
17495,0.9887981
17496,0.9876485
17497,0.99281186
17498,0.9834499
17499,0.99974924
17500,0.9973738
17501,0.98575586
17502,0.97730505
17503,0.82583594
17504,0.9757057
17505,0.9878705
17506,0.99857306
17507,0.9904484
17508,0.9536778
17509,0.99856514
17510,0.9983753
17511,0.9964719
17512,0.99772936
17513,0.9994405
17514,0.9998319
17515,0.9850344
17516,0.99511224
17517,0.99991095
17518,0.99954
17519,0.9882443
17520,0.99976426
17521,0.9999311
17522,0.9995005
17523,0.9976152
17524,0.99554473
17525,0.99609476
17526,0.9982357
17527,0.99981433
17528,0.9996946
17529,0.9983657
17530,0.99913234
17531,0.9962077
17532,0.98571545
17533,0.017263604
17534,0.9981166
17535,0.99965703
17536,0.9975526
17537,0.9990877
17538,0.9964562
17539,0.9940025
17540,0.997357
17541,0.9997881
17542,0.9997365
17543,0.9997782
17544,0.9941543
17545,0.99723595
17546,0.9884099
17547,0.99744487
17548,0.995307
17549,0.99901664
17550,0.9966718
17551,0.99978215
17552,0.9999231
17553,0.99480814
17554,0.99972194
17555,0.9987142
17556,0.99350077
17557,0.99465525
17558,0.99807537
17559,0.9994491
17560,0.9927215
17561,0.94854677
17562,0.8979072
17563,0.9952918
17564,0.9967127
17565,0.9963186
17566,0.9998142
17567,0.97843105
17568,0.99005556
17569,0.9994803
17570,0.99666095
17571,0.9966401
17572,0.98130727
17573,0.9981598
17574,0.99961925
17575,0.99787545
17576,0.998838
17577,0.98039377
17578,0.9995048
17579,0.9909223
17580,0.87270355
17581,0.9968934
17582,0.99789834
17583,0.99861133
17584,0.9845056
17585,0.9784241
17586,0.023565248
17587,0.99432206
17588,0.9887912
17589,0.99984837
17590,0.8630111
17591,0.9984909
17592,0.9966652
17593,0.9952219
17594,0.9936325
17595,0.9989975
17596,0.99764013
17597,0.99786454
17598,0.9791839
17599,0.99623907
17600,0.9986205
17601,0.99633247
17602,0.8632876
17603,0.9303489
17604,0.93802494
17605,0.9658902
17606,0.99096173
17607,0.9988073
17608,0.9927578
17609,0.98933625
17610,0.9991887
17611,0.9999038
17612,0.9999552
17613,0.9338876
17614,0.68083006
17615,0.9296928
17616,0.9996069
17617,0.9964412
17618,0.99890125
17619,0.9976801
17620,0.99531835
17621,0.9978441
17622,0.9997347
17623,0.998868
17624,0.99434775
17625,0.9867381
17626,0.9974898
17627,0.99993336
17628,0.99640405
17629,0.99903226
17630,0.9979468
17631,0.99636334
17632,0.99547285
17633,0.9737222
17634,0.99588615
17635,0.9996051
17636,0.9845389
17637,0.9968641
17638,0.99360293
17639,0.9871885
17640,0.98968667
17641,0.9977102
17642,0.9888291
17643,0.9998294
17644,0.9983333
17645,0.9984445
17646,0.9994692
17647,0.9994318
17648,0.051966492
17649,0.99808997
17650,0.99965024
17651,0.9990055
17652,0.9969398
17653,0.9958045
17654,0.99239576
17655,0.98751336
17656,0.9742322
17657,0.99516726
17658,0.99978393
17659,0.99614847
17660,0.9873998
17661,0.99858594
17662,0.99978644
17663,0.9974075
17664,0.9984896
17665,0.9955915
17666,0.9796658
17667,0.9995377
17668,0.9871538
17669,0.9997712
17670,0.9900913
17671,0.9964629
17672,0.99497366
17673,0.9938871
17674,0.9860212
17675,0.9969597
17676,0.97539955
17677,0.9973677
17678,0.9998795
17679,0.9973884
17680,0.99697864
17681,0.9946883
17682,0.995141
17683,0.99441296
17684,0.99989986
17685,0.96930164
17686,0.9776873
17687,0.998771
17688,0.96910256
17689,0.9955766
17690,0.9848454
17691,0.9929041
17692,0.99541795
17693,0.99917716
17694,0.996305
17695,0.9878736
17696,0.22738223
17697,0.99397343
17698,0.9999126
17699,0.9979361
17700,0.99961483
17701,0.9949477
17702,0.9998349
17703,0.9964484
17704,0.9934956
17705,0.94457626
17706,0.9920814
17707,0.9991431
17708,0.99441683
17709,0.9979226
17710,0.9929523
17711,0.99682426
17712,0.9957659
17713,0.99475217
17714,0.9914613
17715,0.9995695
17716,0.92024064
17717,0.99824905
17718,0.99340326
17719,0.9980616
17720,0.99963593
17721,0.99928194
17722,0.9959488
17723,0.9987656
17724,0.9908756
17725,0.99959034
17726,0.963108
17727,0.999385
17728,0.967103
17729,0.9976634
17730,0.9924198
17731,0.9987618
17732,0.9989247
17733,0.9997558
17734,0.9993455
17735,0.9983708
17736,0.9992787
17737,0.99665266
17738,0.99597615
17739,0.026805222
17740,0.58543557
17741,0.9970258
17742,0.9997813
17743,0.99675447
17744,0.99674606
17745,0.99981517
17746,0.9936392
17747,0.9984841
17748,0.9998221
17749,0.99688196
17750,0.99979705
17751,0.9996371
17752,0.99755585
17753,0.9948343
17754,0.99934775
17755,0.99875844
17756,0.9954869
17757,0.99690896
17758,0.9962171
17759,0.9960998
17760,0.97236204
17761,0.9989794
17762,0.9990025
17763,0.99805945
17764,0.9986456
17765,0.9974928
17766,0.99518424
17767,0.99478585
17768,0.99971586
17769,0.9981541
17770,0.99932706
17771,0.9993843
17772,0.9950971
17773,0.99940276
17774,0.9998
17775,0.9992762
17776,0.9991322
17777,0.9886895
17778,0.9841448
17779,0.997033
17780,0.9975477
17781,0.9953863
17782,0.9851457
17783,0.97304
17784,0.9986198
17785,0.9706014
17786,0.99769515
17787,0.9940807
17788,0.99717486
17789,0.99768436
17790,0.9948095
17791,0.9621699
17792,0.9991441
17793,0.38814473
17794,0.9955546
17795,0.99378705
17796,0.9996524
17797,0.9817184
17798,0.9965024
17799,0.99872166
17800,0.9715238
17801,0.9983834
17802,0.95970297
17803,0.9967007
17804,0.008782197
17805,0.99934095
17806,0.99894303
17807,0.99958843
17808,0.9937737
17809,0.99475706
17810,0.9984921
17811,0.99504507
17812,0.99972063
17813,0.99406517
17814,0.99982053
17815,0.99830914
17816,0.98946404
17817,0.999479
17818,0.99935764
17819,0.998722
17820,0.9947483
17821,0.9979936
17822,0.997678
17823,0.99969363
17824,0.97710985
17825,0.9889254
17826,0.9877471
17827,0.9998621
17828,0.9943242
17829,0.9986992
17830,0.97267455
17831,0.99663
17832,0.9997545
17833,0.99853957
17834,0.99789643
17835,0.96001345
17836,0.9982857
17837,0.9991959
17838,0.9947476
17839,0.9957995
17840,0.9829049
17841,0.99296063
17842,0.9999231
17843,0.9997094
17844,0.9789523
17845,0.99774677
17846,0.98869413
17847,0.9972994
17848,0.91923964
17849,0.98506516
17850,0.9991805
17851,0.9998877
17852,0.99000543
17853,0.9978612
17854,0.9999293
17855,0.9991721
17856,0.9997285
17857,0.9861877
17858,0.9982614
17859,0.999059
17860,0.9968246
17861,0.99985373
17862,0.9946571
17863,0.9997234
17864,0.9983034
17865,0.9955414
17866,0.99898654
17867,0.97870123
17868,0.9991622
17869,0.9923151
17870,0.99967647
17871,0.9995999
17872,0.9988115
17873,0.9971136
17874,0.99909425
17875,0.9987942
17876,0.9984944
17877,0.9999058
17878,0.98255736
17879,0.9988663
17880,0.81955886
17881,0.9956988
17882,0.9990257
17883,0.9976125
17884,0.9894819
17885,0.9996793
17886,0.99389666
17887,0.9921266
17888,0.99827266
17889,0.97659725
17890,0.9749001
17891,0.9917402
17892,0.85771245
17893,0.9771831
17894,0.99985063
17895,0.9997304
17896,0.9996451
17897,0.99962866
17898,0.99986684
17899,0.99974316
17900,0.18913251
17901,0.9868988
17902,0.9990557
17903,0.999813
17904,0.9966324
17905,0.9995474
17906,0.99628437
17907,0.9957968
17908,0.977969
17909,0.99965334
17910,0.99120843
17911,0.9996358
17912,0.8720216
17913,0.9972371
17914,0.99108666
17915,0.99800664
17916,0.99586725
17917,0.9996105
17918,0.9992717
17919,0.9949699
17920,0.9941402
17921,0.9956606
17922,0.99987364
17923,0.9963243
17924,0.9986451
17925,0.9898393
17926,0.9994898
17927,0.99947387
17928,0.99443626
17929,0.99636936
17930,0.99501485
17931,0.97783697
17932,0.99577904
17933,0.99726784
17934,0.99984586
17935,0.99450785
17936,0.99956244
17937,0.9997274
17938,0.9498674
17939,0.9996141
17940,0.96711826
17941,0.9979996
17942,0.9923741
17943,0.9878544
17944,0.9986595
17945,0.9957547
