Id,Y,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
84,1,41581,1,1.77,119692,1,0,119691,306795,1,0,1,3,122969,-0.947349072449,32279,118635,119695,1,122967,1,1,1,1,1
85,0,4678,1,1.77,118052,1,0,117961,117906,1,0,1,36,118322,-0.278396962907,54618,118992,290919,1,118321,1,1,1,1,1
86,1,35792,1,1.77,118327,1,0,117961,299403,2,2,1,1,118399,-3.32328709743,1584,128935,118398,1,118396,1,1,1,1,1
87,1,4674,1,1.77,118446,1,0,117961,117906,1,216,1,4,118322,0.0543409989841,16928,120317,290919,1,118321,1,1,1,3,1
88,1,42092,1,1.77,118300,1,0,117961,118054,1,3,1,1,118055,1.14494417367,2395,123055,117887,1,118054,1,1,1,54,1
89,1,108491,1,1.77,118343,1,0,117961,117906,1,0,1,1,117908,0.610709475749,7539,119987,290919,1,117905,1,1,1,28741,1
90,1,78712,1,1.77,118463,1,0,118315,121556,1,0,1,1,118786,1.0,75709,118522,290919,1,118784,3,1,1,1,2
91,1,44986,1,7.08,118327,1,0,117961,120319,1,0,1,2,118644,1.0,2061,120383,118643,1,118641,1,1,1,1,1
92,1,79020,1,7.08,126975,1,0,126974,125738,1,0,1,1,118749,1.0,92550,118492,118453,1,118747,1,1,1,1,1
93,1,23567,1,1.77,118413,1,0,117961,136365,1,1,1,2,120692,-1.59845437741,16838,120370,290919,1,120690,1,1,1,1,1
94,1,18338,1,1.77,117962,1,0,117961,118448,1,0,1,4,118322,1.0,44062,118910,290919,1,118321,1,1,1,3,1
95,1,84816,1,17.7,118446,1,2,117961,117906,1,0,1,1,118786,-3.12304341581,49655,122550,290919,1,118784,1,1,1,9,1
96,1,6976,4,1.77,118413,1,0,117961,117906,1,0,1,1,117908,-1.11743852349,782,277693,290919,1,117905,1,1,1,1,1
97,1,38391,1,7.08,117930,1,1,117929,117913,1,0,1,1,117888,2.61389143693,58473,117912,117887,1,117885,1,1,1,1,1
98,1,33147,1,17.7,118291,1,0,118290,307233,1,10,1,3,121529,1.49230982639,46170,118889,118398,1,121527,3,1,1,1,1
99,1,25992,1,1.77,118343,1,0,117961,133686,1,0,1,2,120499,1.0,13814,119598,118424,1,120497,1,1,1,2,1
100,1,16797,1,1.77,118300,1,0,117961,117906,1,4,1,6,118322,1.0,7016,119181,290919,2,118321,1,1,1,1,1
101,1,16240,1,1.77,118327,1,0,117961,121927,1,0,1,14,123652,1.0,6217,118328,118467,1,123651,1,1,1,1,1
102,1,18518,1,3.54,118327,1,0,117961,117906,1,0,1,1,118322,-1.65829094101,32242,118929,290919,1,118321,1,1,1,2,1
103,1,3002,1,1.77,118413,1,0,117961,117906,1,0,1,1,117908,2.40004561402,3043,118481,290919,2,117905,1,1,1,1,1
104,1,37638,1,1.77,118121,1,0,118120,119787,1,0,1,1,119789,1.0,11506,117920,119788,1,119786,1,1,1,4,1
105,1,27176,1,1.77,118300,1,0,117961,152816,1,0,1,2,120346,-2.44270516411,5317,118825,118424,1,120344,1,1,1,3,1
106,1,76413,1,3.54,118327,1,0,117961,117906,1,1,1,1,117908,-0.742977633974,3878,119830,290919,1,117905,1,1,1,117,1
107,1,15063,2,1.77,118225,1,0,117961,306399,1,0,1,1,118644,-0.485488005811,3053,120663,118643,1,118641,1,1,3,2,1
108,1,27261,1,1.77,118220,1,0,118219,128352,1,0,1,15,127848,-3.72722163214,2858,118344,118347,1,127847,1,1,1,4,1
109,1,75900,1,5.31,118343,1,0,117961,311360,1,0,1,1,120346,1.0,4950,119598,118424,1,120344,1,1,1,5,1
110,1,971,1,5.31,118446,1,0,117961,282370,1,1,1,1,119851,-0.421265224947,13864,123858,118638,2,119849,1,1,1,1,1
111,1,7677,1,1.77,117969,1,0,117961,268766,1,0,1,4,122292,1.0,6736,6725,6725,1,122290,1,1,1,1,1
112,1,234048,1,1.77,118300,1,0,117961,131373,1,0,1,1,118055,1.79923812822,2781,118783,117887,1,118054,1,1,1,11,1
113,1,34627,1,1.77,118327,1,0,117961,118842,1,0,1,1,118644,1.0,1065,121589,118643,1,118641,1,1,1,4,1
114,1,33240,1,8.85,118386,1,0,117961,118785,1,1,1,4,118786,4.57488118072,18686,128823,290919,1,118784,1,1,1,14,1
115,1,5111,1,1.77,120343,1,0,120342,124426,1,0,1,2,118836,0.305758086026,120340,119076,118424,1,118834,1,1,1,2,1
116,1,80194,1,1.77,117917,1,0,117916,186980,1,0,1,1,118570,0.312286347662,58488,117920,19721,1,118568,1,1,1,1,1
117,1,75510,1,1.77,118300,1,0,117961,123107,1,2,1,3,123738,1.0,20382,124942,118960,1,123737,1,1,1,10,1
118,1,25676,1,3.54,118052,1,0,117961,168365,1,1,1,1,118319,1.17167685921,50736,118821,118205,1,118318,1,1,1,1,1
119,1,38942,1,17.7,118225,1,0,117961,118785,1,0,1,1,118786,1.0,7553,118403,290919,1,118784,1,1,1,1,1
120,0,44975,1,8.85,118178,1,0,118555,118557,1,0,1,1,117948,0.0,52441,118556,292795,1,117946,1,1,1,1,1
121,1,34713,1,8.85,117962,1,0,117961,128747,1,0,1,1,118843,-5.53631801784,1482,118450,118643,1,118841,1,1,1,2,1
122,1,37731,1,5.31,117923,1,0,117922,122593,1,0,1,4,117973,2.4390622614,46557,123279,117887,1,179731,1,1,1,1,1
123,1,80495,1,1.77,118327,1,0,117961,256168,1,2,1,7,120649,1.0,1222,120171,118398,1,120647,1,1,1,2,1
124,1,1021,1,1.77,118327,1,0,117961,117906,1,0,2,10,117908,-1.34626937014,86299,120383,290919,1,117905,1,1,1,2,2
125,1,40419,1,5.31,23779,1,0,118074,119192,1,1,1,2,119194,-1.60983465491,55896,131868,119184,1,119192,1,1,1,1,1
126,1,39323,1,1.77,118386,1,0,117961,152307,1,0,1,3,118749,2.26307111748,7411,118746,118453,1,118747,1,1,1,1,1
127,1,79298,1,1.77,117944,1,0,117943,231536,1,0,1,2,117948,1.0,17010,117945,292795,1,117946,1,1,1,1,1
128,1,37117,1,1.77,118446,1,0,117961,117906,1,0,1,1,118786,0.761022580898,8697,119064,290919,1,118784,1,1,1,1009,1
129,1,29023,1,1.77,118343,1,0,117961,309291,1,1,1,1,118914,-2.96547004241,311355,118292,118424,1,118912,1,1,1,3,1
130,1,42592,1,17.7,119256,1,0,117887,300136,1,0,1,1,118425,2.10204658341,51091,124266,118424,1,118422,1,1,1,1,1
131,1,78088,1,26.55,117960,1,0,117959,275613,1,1,1,64,120035,3.33812905613,125444,118810,19793,1,120033,1,1,1,1,1
132,1,41494,1,83.19,118343,1,0,117961,123044,1,48,1,1,118961,4.14922223738,4189,119987,118960,1,118958,1,1,1,3,1
133,1,44730,1,5.31,118542,1,0,118541,118564,1,1,1,4,118565,1.0,30430,118562,270488,1,118563,1,1,1,1,1
134,1,73168,1,1.77,118343,1,0,117961,117906,1,0,1,1,118786,1.0,50089,118514,290919,1,118784,1,1,1,1,1
135,1,31858,1,1.77,118220,1,0,118219,268194,1,0,1,1,127702,1.22945723088,20497,118008,19721,1,127700,1,1,1,1,1
136,1,73109,1,3.54,117903,1,0,117902,152438,1,0,1,1,120992,0.270436403334,57740,120171,118398,1,120990,1,1,1,1,1
137,1,75953,1,1.77,118386,1,0,117961,126309,1,8,1,4,118454,-1.4228152222,18213,125016,118453,1,118451,1,1,1,2,1
138,1,27754,1,1.77,118182,1,0,118181,117886,1,0,1,1,117888,2.31927377408,59000,117941,117887,1,117885,1,1,1,1,1
139,1,37806,1,1.77,118091,1,0,118090,117913,1,0,2,1,117888,-0.602499651899,83596,117941,117887,1,117885,1,1,1,2,1
140,1,707,1,7.08,117962,1,0,117961,123170,1,5,1,1,127783,0.761634197767,2409,117904,290919,1,127782,1,1,1,4,1
141,1,45903,1,1.77,118888,1,0,118887,236285,1,0,1,1,118914,1.0,2924,119031,118424,1,118912,1,1,1,1,1
142,1,79091,1,1.77,118343,1,0,117961,311752,1,0,1,11,119745,-0.912106928126,5244,119598,3130,1,119743,1,1,1,7,1
143,1,13877,1,3.54,118085,1,0,118084,132803,1,0,1,1,118132,1.0,13180,117920,118131,1,118129,1,1,1,2,1
144,1,28148,1,1.77,118386,1,0,117961,168365,1,6,1,1,118319,1.0,71189,128823,118205,1,118318,1,1,1,2,1
145,1,21427,1,1.77,118225,1,0,117961,165649,1,1,1,1,124812,1.0,19286,120050,249618,1,124810,1,1,1,57,1
146,0,33320,1,1.77,118300,1,0,117961,118362,1,0,1,1,124436,0.0,3745,118360,118363,1,124435,1,1,1,43,1
147,1,84695,1,1.77,118343,1,0,117961,269406,1,1,1,1,123068,-0.996090027863,4590,118395,118398,1,123067,1,1,1,1,1
148,1,34429,1,3.54,118343,1,0,117961,124402,1,0,1,2,118786,3.72469719262,108167,118514,290919,1,118784,1,1,1,19,1
149,1,39882,1,1.77,118026,1,0,91261,126309,1,3,1,1,118454,1.0,49772,118746,118453,1,118451,1,1,1,2,1
150,1,114266,1,1.77,118052,1,0,117961,117906,1,0,1,1,118322,1.0,23136,119742,290919,2,118321,1,1,1,207,1
151,1,40866,1,3.54,118386,1,0,117961,279443,1,0,1,1,118779,1.0,5196,121949,308574,1,118777,1,1,1,2,1
152,1,34715,1,1.77,118300,1,0,117961,302830,1,1,1,81,128231,1.5939748171,2781,118783,4673,1,128230,1,1,1,2159,1
153,1,90435,1,1.77,118343,1,0,117961,117906,1,0,1,1,117908,1.81095380817,5244,119598,290919,1,117905,1,1,1,6,1
154,1,79120,1,5.31,118888,1,0,118887,303717,1,0,1,3,120008,1.0,5278,118979,118424,1,120006,1,1,1,1,1
155,1,78239,1,3.54,118300,1,0,117961,117906,1,0,1,3,117908,-1.33899897023,2594,120410,290919,1,117905,1,1,1,1,1
156,1,4674,1,1.77,119091,1,0,119062,310589,1,1,1,1,118030,0.0432009284602,2819,120410,117887,1,118028,1,1,1,62,1
157,1,75077,1,1.77,118463,1,0,118315,132608,1,3,1,2,118468,-2.32154717393,40922,118522,118467,1,118465,1,1,1,6,1
158,0,25992,1,5.31,119836,1,0,118212,140424,1,1,1,2,118486,2.45268454225,17235,119837,117887,1,118368,1,1,1,2,1
159,1,23095,1,33.63,118446,1,0,117961,130086,1,3,1,1,118786,1.74221802759,17550,118684,290919,1,118784,1,1,1,1,1
160,1,33053,1,1.77,118300,1,1,117961,284092,1,0,1,1,120791,1.0,5079,127284,118424,1,120789,1,1,1,166,1
161,1,15719,1,1.77,118225,1,0,117961,153236,1,1,1,1,138021,1.0,7344,120663,120518,1,138019,1,1,1,1,1
162,1,98436,1,479.67,118300,1,1,117961,117906,1,14,1,1,118322,-1.40849948958,53190,19772,290919,1,118321,1,1,1,1,1
163,1,17307,1,1.77,119070,1,0,118752,124151,1,79,1,2,117948,0.252792707551,798,119121,292795,1,117946,1,1,1,1,1
164,1,5111,1,10.62,118596,1,0,118595,140185,1,0,1,1,118836,1.0,52105,81476,118424,1,118834,1,1,1,2,1
165,1,38391,1,1.77,118076,1,0,117980,117913,1,0,1,1,117888,2.65199454573,60825,117941,117887,1,117885,1,1,1,24,1
166,1,72023,1,5.31,118052,1,0,117961,125047,1,0,1,9,118705,1.49793303241,15889,120417,118704,1,118702,1,1,1,1,1
167,1,73755,1,1.77,118300,1,0,117961,219829,1,0,1,1,119929,1.0,5115,118631,118331,1,119928,1,1,1,2,1
168,1,20293,2,1.77,118011,1,0,117916,163899,1,0,1,2,117973,0.392759903734,19132,118599,117887,1,179731,1,1,1,3,1
169,1,79084,1,1.77,118150,2,0,117916,117886,1,0,1,1,117880,1.60649469991,53396,117920,19721,1,117879,1,1,1,1,1
170,1,20269,1,15.93,118300,1,0,117961,117906,1,0,1,16,117908,-1.17752164873,7314,121951,290919,1,117905,1,1,1,2,1
171,1,17091,1,19.47,119091,1,0,119062,129274,1,0,1,2,120649,1.55372641006,53150,128935,118398,1,120647,2,1,1,2,1
172,1,40697,1,3.54,118413,1,0,117961,117906,1,0,1,1,118322,-0.695569255295,4468,119968,290919,1,118321,1,1,1,1,1
173,1,3852,1,5.31,118225,1,0,117961,311622,1,2,1,1,118332,-0.53637066064,4599,124449,118331,1,307024,1,1,1,2,1
174,1,74908,1,1.77,118386,1,0,117961,122058,1,1,1,55,118687,-0.915843630695,21280,118317,308574,1,118685,1,1,1,81,1
175,1,77248,1,1.77,118327,1,0,117961,164752,1,0,1,2,118644,1.0,51226,118320,118643,1,118641,1,2,1,1,1
176,1,64720,1,10.62,117984,1,0,117983,117879,1,0,1,3,117880,-0.732563162244,53241,117878,19721,1,117879,3,1,1,45,1
177,1,34025,1,5.31,123330,1,0,122532,311057,1,0,1,3,122969,-0.550402053738,35976,118317,119695,1,122967,1,1,1,1,1
178,1,23496,1,1.77,118888,1,0,118887,303717,1,0,1,1,120008,1.0,5278,125440,118424,1,120006,1,2,1,1,1
179,1,79654,1,1.77,118855,1,0,117910,135898,1,0,1,1,118570,-1.94212433156,72988,117941,19721,1,118568,3,1,1,7,1
180,1,35397,2,1.77,118170,1,0,118169,122277,1,2,1,1,118055,1.0,3471,118042,117887,1,118054,1,1,1,1,1
181,1,43875,1,3.54,118743,1,0,118742,117886,1,0,1,3,117888,2.87531090558,12222,118221,117887,1,117885,1,1,1,10,1
182,1,38278,1,72.57,118124,1,0,117926,117886,1,0,2,1,117880,2.06770873313,56010,117884,19721,1,117879,1,1,1,8,1
183,1,41313,1,1.77,118343,1,0,117961,125204,1,0,3,1,119851,1.25803110537,15388,118623,118638,1,119849,1,1,1,2,1
184,1,43772,1,1.77,117940,1,0,117929,117886,1,1,2,1,117880,1.0,19858,117941,19721,1,117879,1,1,1,1,1
185,1,6976,1,3.54,118300,1,0,117961,117906,1,0,1,1,118322,-4.86407366272,7460,118783,290919,1,118321,1,1,1,1,1
186,1,25992,1,1.77,119091,1,0,119062,117906,1,0,1,5,118322,1.0,19830,123125,290919,1,118321,1,1,1,1,1
187,1,34953,1,1.77,118327,1,0,117961,126297,1,0,1,4,118687,2.52536561952,13671,118744,308574,1,118685,1,1,1,7,1
188,1,80150,1,5.31,117962,1,0,117961,211906,1,0,1,1,118794,-0.952753120752,13845,118791,118424,1,118792,1,1,1,2,1
189,1,80211,1,1.77,118300,1,0,117961,123107,1,0,1,1,120774,1.42828114193,14889,118437,118960,2,120773,1,1,1,1,1
190,1,837,1,1.77,118386,2,0,117961,125794,1,0,1,1,125795,0.289361635065,45964,118896,118643,1,125793,1,1,1,2,1
191,1,79091,1,1.77,118491,1,0,11146,131694,1,1,1,1,118570,-0.205176453057,21340,117920,19721,1,118568,1,1,1,1,2
192,1,79284,1,1.77,118300,1,0,117961,118362,1,1,1,1,118364,-0.670855949102,7339,118360,118363,1,118361,1,1,1,1,1
193,1,28148,1,14.16,118386,1,0,117961,117906,1,8,1,1,118322,-0.759069296035,18211,119214,290919,1,118321,2,1,1,22,1
194,1,75833,1,1.77,118052,1,0,117961,117906,1,0,1,3,117908,1.13097384942,3967,118706,290919,1,117905,1,1,1,1,1
195,1,89855,1,1.77,118225,1,0,117961,118785,1,0,1,2,118786,1.0,7553,118403,290919,1,118784,1,5,1,3,1
196,1,23920,1,1.77,118888,1,0,118887,149364,1,4,1,1,118425,0.688030403013,311683,124656,118424,1,118422,1,1,1,1,1
197,1,18071,1,1.77,118257,1,0,118256,280788,3,0,1,1,119082,-0.304136608753,55643,117945,292795,1,280788,1,1,1,1,1
198,1,78183,1,1.77,118300,1,0,117961,240983,1,4,1,1,118786,-6.15858564876,4341,118957,290919,1,118784,1,1,1,2,1
199,1,23095,1,1.77,118300,1,0,117961,117906,1,0,1,4,117908,-1.33174705744,8563,118783,290919,1,117905,1,1,1,164,1
200,1,35047,1,12.39,117962,1,0,117961,117906,1,0,1,2,117908,-1.44336752581,8505,118352,290919,1,117905,1,1,2,2,1
201,1,34515,1,19.47,118446,1,0,117961,225085,1,0,1,1,118486,1.0,49960,120368,117887,1,118368,1,1,1,1,1
202,1,80640,2,5.31,118052,1,0,117961,125128,1,0,1,3,118892,0.857739879381,15513,123144,118398,1,118890,1,1,1,1,1
203,1,20732,1,3.54,118091,1,0,118090,131967,1,0,1,2,120135,1.67252095531,50610,117920,120134,1,120132,1,1,1,7,1
204,1,73814,1,1.77,118463,1,0,118315,238239,1,0,1,3,118468,1.0,87700,118464,118467,1,118465,1,1,1,78,1
